model,wall_seed,seat,prevalent_wind,score,rank,win,self_draw,deal_in,deal_in_fan,big_deal_in,draw,draw_tenpai,call_rate,decisions,mean_decision_ms,p95_decision_ms,max_decision_ms,invalid_or_timeout,steps
final_raw,2026082841,0,3,-38.0,4.0,0,0,1,30,0,0,0,0.04411764705882353,68,1.8177665085257853,1.8427070695906878,1.858750358223915,0,136
final_raw,2026082841,1,3,33.0,1.0,1,0,0,0,0,0,0,0.02857142857142857,70,1.7793601578367608,1.8272546119987965,1.8456950783729553,0,140
final_raw,2026082841,2,3,-16.0,4.0,0,0,1,8,0,0,0,0.014285714285714285,70,1.7676954822880881,1.8085656687617302,2.1846811287105083,0,140
final_raw,2026082841,3,3,-8.0,2.5,0,0,0,0,0,0,0,0.04285714285714286,70,1.752920907789043,1.7774146050214767,2.124129794538021,0,140
final_raw,2026082842,0,1,-18.0,3.0,0,0,0,0,0,0,0,0.07317073170731707,41,1.8138406889104262,1.839859876781702,1.8573356792330742,0,83
final_raw,2026082842,1,1,34.0,1.0,1,0,0,0,0,0,0,0.02040816326530612,49,1.7784071078866113,1.8288207240402699,1.8345038406550884,0,98
final_raw,2026082842,2,1,-17.0,4.0,0,0,1,9,0,0,0,0.05,40,1.7647377448156476,1.8049813341349363,2.177093643695116,0,80
final_raw,2026082842,3,1,-18.0,3.0,0,0,0,0,0,0,0,0.04878048780487805,41,1.7447586216759392,1.7748330719769,1.7889328300952911,0,83
final_raw,2026082843,0,2,-8.0,2.5,0,0,0,0,0,0,0,0.07246376811594203,69,1.8163587344621404,1.8491164781153202,1.8714279867708683,0,138
final_raw,2026082843,1,2,-25.0,3.0,0,0,0,0,0,0,0,0.06060606060606061,33,1.7837702550671317,1.8369297496974468,2.0347540266811848,0,67
final_raw,2026082843,2,2,-19.0,3.0,0,0,0,0,0,0,0,0.0,76,1.7836808202494132,1.8142455955967307,3.18377697840333,0,153
final_raw,2026082843,3,2,-19.0,3.0,0,0,0,0,0,0,0,0.0,79,1.7702251943889298,1.8043961841613054,2.5009149685502052,0,159
final_raw,2026082844,0,1,-17.0,4.0,0,0,1,9,0,0,0,0.03278688524590164,61,1.8189323256860992,1.8462231382727623,1.8567359074950218,0,122
final_raw,2026082844,1,1,-16.0,4.0,0,0,1,8,0,0,0,0.06666666666666667,60,1.7860175343230367,1.8346728757023811,1.8597808666527271,0,120
final_raw,2026082844,2,1,-8.0,2.5,0,0,0,0,0,0,0,0.016666666666666666,60,1.768803068747123,1.8144337693229318,1.8425430171191692,0,120
final_raw,2026082844,3,1,-8.0,2.5,0,0,0,0,0,0,0,0.03225806451612903,62,1.753428432669851,1.787397894077003,1.848143059760332,0,124
final_raw,2026082845,0,3,-20.0,4.0,0,0,1,12,0,0,0,0.0,56,1.8196624753597592,1.8468644702807069,1.864112913608551,0,112
final_raw,2026082845,1,3,-8.0,2.5,0,0,0,0,0,0,0,0.0,64,1.7866957932710648,1.8451109295710921,1.8549710512161255,0,128
final_raw,2026082845,2,3,34.0,1.0,1,0,0,0,0,0,0,0.020833333333333332,48,1.7675925725294899,1.8045647768303752,1.8151658587157726,0,96
final_raw,2026082845,3,3,33.0,1.0,1,0,0,0,0,0,0,0.017543859649122806,57,1.7602229899351012,1.7890829592943192,1.8026907928287983,0,114
final_raw,2026082846,0,3,-22.0,3.0,0,0,0,0,0,0,0,0.03225806451612903,62,1.817490928055298,1.841284497641027,1.8705870024859905,0,125
final_raw,2026082846,1,3,-17.0,4.0,0,0,1,9,0,0,0,0.03333333333333333,60,1.7820927392070491,1.8358173547312617,1.847962848842144,0,120
final_raw,2026082846,2,3,-8.0,2.5,0,0,0,0,0,0,0,0.04,25,1.7552662827074528,1.7800350673496723,1.7880890518426895,0,50
final_raw,2026082846,3,3,-8.0,2.5,0,0,0,0,0,0,0,0.02666666666666667,75,1.7558865683774154,1.7915163654834032,1.8089362420141697,0,150
final_raw,2026082847,0,1,-8.0,2.5,0,0,0,0,0,0,0,0.07692307692307693,39,1.8246258991077924,1.854468323290348,1.9020740874111652,0,78
final_raw,2026082847,1,1,37.0,1.0,1,0,0,0,0,0,0,0.02564102564102564,39,1.780769131026971,1.8365656957030296,1.8487903289496899,0,78
final_raw,2026082847,2,1,-8.0,2.5,0,0,0,0,0,0,0,0.03225806451612903,31,1.751985100488509,1.7936395015567541,1.800823025405407,0,62
final_raw,2026082847,3,1,-8.0,2.5,0,0,0,0,0,0,0,0.0,39,1.7508588110407193,1.7818939872086048,1.8086088821291924,0,78
final_raw,2026082848,0,1,32.0,1.0,1,0,0,0,0,0,0,0.03571428571428571,28,1.815876058701958,1.8462980166077614,1.847588922828436,0,56
final_raw,2026082848,1,1,-8.0,2.5,0,0,0,0,0,0,0,0.016666666666666666,60,1.772483577951789,1.8171809148043394,1.8366719596087933,0,120
final_raw,2026082848,2,1,-8.0,2.5,0,0,0,0,0,0,0,0.028169014084507043,71,1.7545193919098714,1.7987277824431658,1.8173963762819767,0,142
final_raw,2026082848,3,1,-30.0,4.0,0,0,0,0,0,0,0,0.0,76,1.7517128542653824,1.790122943930328,1.7950451001524925,1,151
final_raw,2026082849,0,0,-20.0,4.0,0,0,1,12,0,0,0,0.0,35,1.8049456179141998,1.8291016574949026,1.848543994128704,0,70
final_raw,2026082849,1,0,-17.0,4.0,0,0,1,9,0,0,0,0.05454545454545454,55,1.768733010711995,1.8206354230642319,1.830519177019596,0,110
final_raw,2026082849,2,0,-18.0,3.0,0,0,0,0,0,0,0,0.020833333333333332,48,1.7496277287136763,1.7967265332117677,1.8007881008088589,0,97
final_raw,2026082849,3,0,-23.0,4.0,0,0,1,15,0,0,0,0.0625,48,1.7517124651931226,1.7939565237611532,1.8014861270785332,0,96
final_raw,2026082850,0,2,-16.0,4.0,0,0,1,8,0,0,0,0.03225806451612903,31,1.8142129955512862,1.8517186399549246,1.9519133493304253,0,62
final_raw,2026082850,1,2,-8.0,2.5,0,0,0,0,0,0,0,0.02857142857142857,35,1.7755193901913506,1.835079351440072,1.8409150652587414,0,70
final_raw,2026082850,2,2,-8.0,2.5,0,0,0,0,0,0,0,0.01818181818181818,55,1.7713932489806956,1.8031622283160686,2.2239647805690765,0,110
final_raw,2026082850,3,2,32.0,1.0,1,0,0,0,0,0,0,0.05714285714285714,35,1.7544055756713663,1.7861741594970226,1.9383900798857212,0,70
